edges_traj;traj_occ_list;traj_alt_occ_list;traj_supp;traj_freq;traj_exp_ind;traj_var_ind;t_stat_ind;t_stat_norm_ind;pval_ind;traj_exp_perm;traj_var_perm;t_stat_perm;t_stat_norm_perm;pval_perm;traj_exp_topol;traj_var_topol;t_stat_topol;t_stat_norm_topol;pval_topol
[SOX2amp->-TP53,TP53->-SOX2amp,g->-SOX2amp,g->-TP53];[49, 50, 52, 54, 55, 57, 59, 61, 63, 66, 69, 70];[49, 50, 52, 54, 55, 57, 59, 61, 63, 66, 69, 70];12;0.1348314606741573;0.07466012226780017;0.0002959333182608826;0.06017133840635713;3.4977820105132738;0.0002842498258861284;0.0875601926163724;0.00023396725137426466;0.04727126805778489;3.0904357278158407;0.001847652641303436;
[PIK3CAamp->-SOX2amp,SOX2amp->-PIK3CAamp,g->-PIK3CAamp,g->-SOX2amp];[49, 52, 54, 55, 58, 59, 61, 63, 65, 66, 69, 70];[49, 52, 54, 55, 58, 59, 61, 63, 65, 66, 69, 70];12;0.1348314606741573;0.07917323088203237;0.000286559852508803;0.055658229792124925;3.287923596446193;0.0005814200984034446;0.09442660959514894;0.00020368363273900694;0.04040485107900836;2.831101529283085;0.004724111866969011;
[PIK3CAamp->-TP53,PIK3CAamp->-SOX2amp,TP53->-PIK3CAamp,TP53->-SOX2amp,SOX2amp->-PIK3CAamp,SOX2amp->-TP53,g->-PIK3CAamp,g->-TP53,g->-SOX2amp];[49, 52, 54, 55, 59, 61, 63, 66, 69, 70];[49, 52, 54, 55, 59, 61, 63, 66, 69, 70];10;0.11235955056179775;0.038640308304623;0.00022461442806316783;0.07371924225717474;4.918832543813612;1.2016784441208759e-06;0.06511503477795612;0.00013789373006282849;0.04724451578384163;4.023269662373025;0.0001898080660835763;
[CDKN2A->-TP53,TP53->-CDKN2A,g->-CDKN2A,g->-TP53];[14, 18, 50, 53, 54, 68, 82, 84, 87];[14, 18, 20, 50, 53, 54, 68, 82, 84, 87];9;0.10112359550561797;0.06747726056714821;0.00025990861411054344;0.03364633493846976;2.08702392218781;0.033917031801146386;0.08286070982700197;0.0001674158607506369;0.018262885678616003;1.4114682079603558;0.16285714285714292;
[EGFRamp->-TP53,TP53->-EGFRamp,g->-EGFRamp,g->-TP53];[0, 21, 41, 42, 44, 59, 67];[0, 21, 41, 42, 44, 59, 67];7;0.07865168539325842;0.04526637621340672;0.0001676155838245541;0.033385309179851705;2.5786844745848128;0.01074752186588921;0.054895666131621196;0.00011666224373855084;0.02375601926163723;2.199421703627726;0.041142857142857134;
[FAT1->-TP53,TP53->-FAT1,g->-FAT1,g->-TP53];[14, 56, 62, 66, 68, 72];[14, 51, 56, 62, 66, 68, 72];6;0.06741573033707865;0.04666042446941324;0.00018217063155294335;0.020755305867665406;1.5377649430268387;0.126440731095679;0.05939004815409309;0.00011118153443256696;0.008025682182985557;0.7611418928232905;0.4196428571428572;
[MGA->-TP53,TP53->-MGA,g->-MGA,g->-TP53];[0, 17, 22, 26, 45, 62];[0, 17, 22, 26, 45, 55, 62];6;0.06741573033707865;0.04226598483754717;0.0001887207378967036;0.02514974549953148;1.83072782184796;0.07149718915343914;0.0523542001070091;0.00013178759232047356;0.01506153023006955;1.3119939607156466;0.20267069790879316;
[KRAS->-TP53,TP53->-KRAS,g->-KRAS,g->-TP53];[12, 22, 24, 27, 44, 45];[12, 15, 20, 22, 24, 27, 44, 45];6;0.06741573033707865;0.04374809266195034;0.0002006723035302064;0.023667637675128313;1.6707489393830603;0.09725928811163109;0.05593008739076155;0.00016097231768653726;0.011485642946317098;0.9052733024507742;0.3196159122085048;
[KEAP1->-TP53,TP53->-KEAP1,g->-KEAP1,g->-TP53];[5, 15, 17, 45, 64, 81];[5, 15, 17, 45, 64, 81];6;0.06741573033707865;0.03932861700651963;0.0001768387995300568;0.02808711333055902;2.1121187288451315;0.036053040695016;0.05093632958801498;0.00011172052412636513;0.01647940074906367;1.5591034511630624;0.1520987654320988;
[FGFR1amp->-TP53,TP53->-FGFR1amp,g->-FGFR1amp,g->-TP53];[56, 62, 63, 66, 69, 70];[56, 62, 63, 66, 69, 70];6;0.06741573033707865;0.04989299090422686;0.00013039038549182247;0.01752273943285179;1.5345435506310448;0.144195556640625;0.05939004815409309;5.507189619945946e-05;0.008025682182985557;1.0814761408717506;0.4017857142857143;
[EGFR->-TP53,TP53->-EGFR,g->-EGFR,g->-TP53];[3, 18, 19, 23, 88];[3, 13, 18, 19, 23, 88];5;0.056179775280898875;0.02918227215980025;0.00013820407854725912;0.026997503121098623;2.296482658135903;0.03157552083333333;0.04307116104868913;7.364390018095358e-05;0.013108614232209742;1.527525231651947;0.18518518518518517;
[TERTamp->-TP53,TP53->-TERTamp,g->-TERTamp,g->-TP53];[4, 5, 14, 50, 53];[4, 5, 8, 14, 50, 53, 55];5;0.056179775280898875;0.03961011745522179;0.0002108026496817379;0.016569657825677084;1.1412361167206044;0.22626230668048472;0.04621009452470126;0.0001997218437843419;0.009969680756197613;0.7054536233588391;0.387550615484289;
